GeneID	ANNOTATION_SYMBOL	NAME	ISC	EB	EC	EE	VM
FBgn0052038			46.923	64.017	60.910	101.810	57.296
FBgn0052039	CG32039	-	40.797	51.430	55.772	130.152	50.452
FBgn0052040	CG32040	-	10.856	16.618	7.832	2.260	5.837
FBgn0052043			0.474	0.189	0.445	1.252	0.104
FBgn0052053	CG32053	-	6.290	9.622	23.939	133.805	35.325
FBgn0052054	CG32054	-	0.792	4.229	11.309	24.749	23.052
FBgn0052055	CG32055	-	2.554	1.335	1.291	0.266	0.434
FBgn0052056	CG32056	scramblase 1	44.938	31.440	31.408	5.031	13.639
FBgn0052057	CG32057	dpr10	0.357	0.074	0.910	0.768	0.397
FBgn0052058	CG32058	Ionotropic receptor 67c	0.000	0.000	0.013	0.003	0.010
FBgn0052061	CG32061	-	0.003	0.005	0.008	0.000	0.000
FBgn0052062	CG32062	Ataxin-2 binding protein 1	0.841	0.164	0.639	0.091	0.373
FBgn0052064	CG32064	Sperm-Leucylaminopeptidase 4	0.000	0.001	0.000	0.000	0.011
FBgn0052066	CG32066	-	17.717	19.447	25.282	48.640	18.681
FBgn0052068	CG32068	-	61.420	63.472	118.129	63.964	183.838
FBgn0052069	CG32069	-	31.434	27.203	33.017	28.394	20.161
FBgn0052071	CG32071	-	0.324	0.542	1.569	0.616	0.467
FBgn0052072	CG32072	Elongase 68alpha	0.201	3.138	23.170	0.448	6.567
FBgn0052073	CG32073	-	0.059	0.000	0.103	0.145	0.569
FBgn0052074	CG32074	-	0.025	0.000	0.010	0.136	0.010
FBgn0052075	CG32075	-	1.476	1.710	1.706	1.418	1.067
FBgn0052076	CG32076	Alpha 3 glucosyltransferase	22.788	20.751	21.839	20.896	15.662
FBgn0052079	CG32079	-	0.022	0.029	0.062	0.004	0.028
FBgn0052081	CG32081	-	0.082	0.075	0.069	0.043	0.014
FBgn0052082	CG32082	-	0.163	0.359	1.148	0.320	1.060
FBgn0052085	CG32085	-	0.061	0.129	0.072	1.485	0.105
FBgn0052086	CG32086	-	0.001	0.006	0.014	0.027	0.004
FBgn0052087	CG32087	-	0.002	0.000	0.008	0.006	0.008
FBgn0052088	CG32088	-	0.030	0.016	0.039	0.010	0.022
FBgn0052091	CG32091	-	8.511	10.268	3.661	0.247	2.850
FBgn0052093	CR32093	transfer RNA:CR32093	0.000	0.000	0.000	0.175	0.051
FBgn0052095	CG32095	-	0.946	0.814	1.374	1.780	0.634
FBgn0052099	CG32099	ebony activating protein	6.863	8.999	10.228	11.721	8.134
FBgn0052100	CG32100	-	0.386	0.450	0.375	0.439	0.217
FBgn0052102	CG32102	-	0.008	0.103	0.014	0.019	0.095
FBgn0052103	CG32103	-	20.624	40.885	28.257	30.626	39.714
FBgn0052104	CG32104	-	0.831	2.504	1.204	2.857	0.964
FBgn0052105	CG32105	-	0.074	0.194	0.579	5.740	0.143
FBgn0052106	CG32106	-	0.009	0.020	0.019	0.026	0.037
FBgn0052107	CG32107	-	0.241	0.799	0.990	0.354	3.847
FBgn0052109	CG32109	-	21.124	26.391	25.638	14.605	22.586
FBgn0052110	CG32110	-	0.275	0.179	0.242	0.121	0.159
FBgn0052111	CG32111	-	0.009	0.006	0.011	0.123	0.021
FBgn0052112	CG32112	-	1.211	1.277	2.111	2.495	1.687
FBgn0052113	CG32113	-	0.493	0.465	0.514	0.446	0.561
FBgn0052115	CG32115	-	14.506	32.458	29.280	8.598	10.641
FBgn0052117	CG32117	-	0.610	0.148	0.030	0.044	0.171
FBgn0052119	CG32119	-	0.160	0.202	0.143	0.017	0.182
FBgn0052121	CG32121	-	0.192	0.342	1.468	0.375	0.121
FBgn0052123	CR32123	transfer RNA:CR32123:pseudogene	0.000	0.000	0.000	0.051	0.099
FBgn0052126	CR32126	transfer RNA:CR32126	0.000	0.000	0.000	0.000	0.000
FBgn0052127	CR32127	transfer RNA:CR32127	0.076	0.372	0.119	0.085	0.086
FBgn0052128	CR32128	transfer RNA:CR32128	0.000	0.000	0.000	0.000	0.000
FBgn0052129	CR32129	transfer RNA:CR32129	0.000	0.000	0.000	0.000	0.000
FBgn0052133	CG32133	-	0.843	0.839	0.962	0.704	0.592
FBgn0052137	CG32137	-	3.755	17.732	22.269	65.193	36.611
FBgn0052138	CG32138	-	3.305	2.391	1.453	0.711	1.157
FBgn0052141	CG32141	-	0.024	0.010	0.083	0.056	0.108
FBgn0052150	CG32150	-	0.041	0.013	0.025	0.192	0.004
FBgn0052152	CG32152	-	0.000	0.000	0.000	0.000	0.000
FBgn0052153	CR32153	transfer RNA:CR32153	0.039	0.000	0.000	0.000	0.000
FBgn0052160	CR32160	-	0.026	0.040	0.030	0.009	0.035
FBgn0052161	CG32161	-	0.020	0.044	0.017	0.030	0.054
FBgn0052163	CG32163	-	13.261	17.916	23.792	19.971	21.003
FBgn0052170	CG32170	-	16.702	9.606	12.450	0.332	3.614
FBgn0052173	CR32173	transfer RNA:CR32173	0.000	0.058	0.000	0.000	0.177
FBgn0052174	CG32174	-	0.000	0.002	0.004	0.001	0.002
FBgn0052176	CG32176	-	3.001	1.960	3.210	3.742	2.355
FBgn0052177	CG32177	Nedd4 family interacting protein	19.464	28.134	20.463	29.739	21.165
FBgn0052179	CG32179	Keren	14.150	16.545	14.202	22.694	19.589
FBgn0052181	CG32181	-	0.128	0.077	0.145	0.120	0.061
FBgn0052182	CG32182	-	0.306	0.114	0.250	0.055	0.055
FBgn0052183	CG32183	Ccn	0.034	0.045	0.096	0.238	0.061
FBgn0052185	CG32185	elevated during infection	0.729	0.205	0.410	1.413	1.144
FBgn0052187	CG32187	-	0.003	0.006	0.011	3.013	0.201
FBgn0052188	CG32188	-	0.006	0.066	0.331	0.074	1.213
FBgn0052189	CG32189	-	0.223	0.277	0.321	0.229	5.140
FBgn0052190	CG32190	NUCB1	59.133	52.646	55.408	54.251	62.385
FBgn0052191	CG32191	-	0.576	0.035	0.009	0.682	0.488
FBgn0052192	CG32192	-	0.022	0.033	0.764	0.902	0.026
FBgn0052194	CR32194	-	0.187	0.141	0.177	1.159	0.076
FBgn0052195	CG32195	-	0.737	1.677	1.648	1.722	2.012
FBgn0052196	CG32196	-	4.745	6.282	7.146	21.296	8.357
FBgn0052198	CG32198	-	1.879	0.000	0.000	135.099	672.089
FBgn0052199	CG32199	-	0.112	0.392	2.160	0.175	0.420
FBgn0052200	CR32200	transfer RNA:CR32200	0.115	0.116	0.181	0.000	0.061
FBgn0052201	CG32201	-	0.000	0.025	0.043	0.000	0.000
FBgn0052202	CG32202	-	46.886	51.188	53.237	35.743	35.741
FBgn0052203	CG32203	Serpin 75F	0.045	0.012	0.004	0.004	0.012
FBgn0052204	CG32204	-	0.641	0.026	0.108	4.317	0.361
FBgn0052205	CR32205	-	0.310	1.135	0.702	0.971	0.904
FBgn0052206	CG32206	-	0.002	0.003	0.003	0.012	0.003
FBgn0052207	CR32207	-	1.096	7.444	0.729	11.444	10.873
FBgn0052208	CG32208	825-Oak	0.000	0.000	0.000	0.000	0.000
FBgn0052212	CG32212	-	0.065	0.104	0.130	0.045	0.045
FBgn0052213	CG32213	-	0.016	0.000	0.000	0.020	0.009
FBgn0052214	CG32214	-	0.009	0.006	0.003	0.106	0.050
FBgn0052218	CR32218	-	2.785	6.077	11.003	3.977	4.564
FBgn0052219	CG32219	-	0.216	0.075	0.073	0.401	0.769
FBgn0052220	CG32220	CMP-sialic acid synthase	0.088	0.047	0.050	0.057	0.016
FBgn0052221	CG32221	-	6.488	9.186	12.845	6.828	5.031
FBgn0052225	CG32225	-	0.005	0.030	0.159	1.236	0.095
FBgn0052226	CG32226	Peroxin 23	0.956	0.884	1.448	1.956	1.022
FBgn0052227	CG32227	golden goal	0.049	0.060	0.273	0.494	0.065
FBgn0052228	CG32228	-	0.034	0.037	0.072	0.032	0.107
FBgn0052230	CG32230	-	154.308	248.222	303.824	252.503	228.077
FBgn0052232	CG32232	-	0.009	0.010	0.018	0.010	0.014
FBgn0052237	CG32237	-	0.014	0.007	0.006	0.005	0.000
FBgn0052238	CG32238	-	0.008	0.005	0.003	0.015	0.000
FBgn0052240	CG32240	-	0.000	0.018	0.000	0.008	0.043
FBgn0052241	CG32241	-	0.000	0.011	0.000	0.000	0.000
FBgn0052243	CG32243	-	25.060	12.275	16.581	16.372	6.946
FBgn0052246	CG32246	-	0.005	0.006	0.015	0.006	0.009
FBgn0052248	CG32248	-	0.007	0.020	0.007	0.008	0.022
FBgn0052249	CG32249	-	0.000	0.000	0.005	0.008	0.010
FBgn0052250	CG32250	-	10.651	30.840	16.174	26.179	18.940
FBgn0052251	CG32251	Claspin	1.231	0.857	0.760	0.234	0.342
FBgn0052252	CR32252	-	0.023	0.119	0.087	0.014	0.016
FBgn0052255	CG32255	Gustatory receptor 64f	0.057	0.065	0.131	1.141	0.447
FBgn0052259	CG32259	-	0.018	0.072	0.048	0.329	0.158
FBgn0052260	CG32260	-	0.054	0.027	0.074	0.030	0.035
FBgn0052262	CG32262	-	4.960	15.815	18.087	18.929	11.415
FBgn0052263	CG32263	-	0.003	0.021	0.000	0.051	0.007
FBgn0052264	CG32264	-	3.346	1.577	4.784	2.651	2.121
FBgn0052266	CG32266	-	0.022	0.080	0.159	0.309	0.096
FBgn0052267	CG32267	-	194.343	381.711	401.747	229.683	181.882
FBgn0052268	CG32268	Drosomycin-like 6	0.297	2.533	0.383	0.624	0.678
FBgn0052269	CG32269	-	0.000	0.000	0.000	0.000	0.000
FBgn0052270	CG32270	-	0.000	0.000	0.000	0.000	0.000
FBgn0052271	CG32271	-	0.080	0.105	0.074	0.053	0.236
FBgn0052272	CR32272	transfer RNA:CR32272	0.030	0.038	0.048	0.000	0.108
FBgn0052273	CR32273	transfer RNA:CR32273	0.000	0.057	0.000	0.060	0.000
FBgn0052274	CG32274	Drosomycin-like 1	0.056	0.073	0.055	0.013	0.021
FBgn0052277	CG32277	-	0.110	0.045	0.020	0.027	0.055
FBgn0052278	CG32278	-	15.677	26.568	28.180	50.125	21.552
FBgn0052279	CG32279	Drosomycin-like 2	4.807	3.257	4.827	3.297	2.993
FBgn0052280	CG32280	-	5.842	3.484	5.802	21.673	17.666
FBgn0052281	CG32281	-	1.000	1.336	3.662	4.176	3.011
FBgn0052282	CG32282	Drosomycin-like 4	0.972	1.366	0.400	1.007	5.420
FBgn0052283	CG32283	Drosomycin-like 3	0.307	7.123	5.691	0.727	12.554
FBgn0052284	CG32284	-	0.715	11.411	75.480	9.281	42.831
FBgn0052285	CR32285	transfer RNA:CR32285	0.220	0.000	0.000	0.046	0.000
FBgn0052286	CR32286	transfer RNA:CR32286	0.000	0.000	0.000	0.000	0.000
FBgn0052287	CR32287	transfer RNA:CR32287	0.000	0.096	0.000	0.000	0.000
FBgn0052288	CR32288	transfer RNA:CR32288	0.000	0.000	0.000	0.000	0.000
FBgn0052289	CR32289	transfer RNA:CR32289	0.000	0.102	0.000	0.000	0.000
FBgn0052296	CG32296	Myocardin-related transcription factor	0.901	0.550	1.079	1.203	1.069
FBgn0052298	CG32298	-	0.000	0.000	0.000	0.000	0.000
FBgn0052299	CG32299	-	0.000	0.000	0.000	0.000	0.003
FBgn0052301	CG32301	-	0.008	0.030	0.022	0.334	0.043
FBgn0052302	CG32302	-	1.483	9.530	5.751	0.403	8.856
FBgn0052303	CR32303	transfer RNA:CR32303	0.000	0.058	0.000	0.000	0.000
FBgn0052304	CG32304	obstructor-I	0.285	0.911	0.145	0.012	0.050
FBgn0052305	CG32305	-	0.004	0.004	0.003	0.089	0.012
FBgn0052311	CG33484	zormin	0.093	0.075	0.054	0.039	0.161
FBgn0052312	CR32312	transfer RNA:CR32312	0.000	0.000	0.000	0.000	0.036
FBgn0052313	CG32313	-	0.260	0.713	0.266	0.365	0.405
FBgn0052318	CG32318	-	0.000	0.000	0.000	0.000	0.000
FBgn0052319	CG32319	-	0.019	0.042	0.026	0.018	0.007
FBgn0052320	CG32320	-	0.006	0.008	0.006	0.002	0.015
FBgn0052324	CR32324	transfer RNA:CR32324	0.000	0.000	0.072	0.000	0.000
FBgn0052328	CR32328	transfer RNA:CR32328	0.035	0.000	0.000	0.000	0.000
FBgn0052329	CR32329	transfer RNA:CR32329	0.035	0.000	0.000	0.093	0.000
FBgn0052330	CR32330	transfer RNA:CR32330	0.000	0.000	0.000	0.000	0.000
FBgn0052333	CG32333	-	0.004	0.004	0.012	0.075	0.012
FBgn0052343	CG32343	Ada2a-containing complex component 3	0.924	0.692	0.992	0.780	0.622
FBgn0052344	CG32344	-	9.485	8.325	7.805	3.906	3.426
FBgn0052350	CG32350	-	1.460	1.039	1.551	2.216	1.174
FBgn0052351	CG32351	Sperm-Leucylaminopeptidase 2	0.066	0.064	0.163	0.038	0.049
FBgn0052354	CG32354	-	0.272	0.226	0.617	0.441	0.328
FBgn0052357	CR32357	transfer RNA:CR32357	0.000	0.000	0.000	0.000	0.000
FBgn0052358	CR32358	transfer RNA:CR32358	0.277	0.000	0.097	0.038	0.032
FBgn0052359	CR32359	transfer RNA:CR32359	0.000	0.000	0.135	0.000	0.000
FBgn0052360	CR32360	transfer RNA:CR32360	0.000	0.000	0.000	0.283	0.000
FBgn0052361	CR32361	transfer RNA:CR32361	0.076	0.102	0.388	0.031	0.273
FBgn0052362	CR32362	transfer RNA:CR32362	0.000	0.000	0.111	0.000	0.000
FBgn0052363	CR32363	transfer RNA:CR32363	0.128	0.241	0.317	0.038	0.088
FBgn0052364	CG32364	-	1.508	2.230	16.892	3.858	9.929
FBgn0052365	CG32365	-	0.714	0.384	0.485	0.406	0.413
FBgn0052368	CG32368	-	100.444	1319.777	851.163	98.313	423.038
FBgn0052369	CG32369	-	13.106	11.041	14.019	6.386	6.061
FBgn0052370	CR32370	transfer RNA:CR32370	0.000	0.106	0.000	0.000	0.000
FBgn0052371	CG32371	-	0.052	0.107	0.026	0.013	0.049
FBgn0052372	CG32372	larval translucida	0.063	0.182	0.091	0.130	0.196
FBgn0052373	CG32373	-	0.208	0.532	1.008	0.546	0.860
FBgn0052374	CG32374	-	0.011	0.041	0.027	0.051	0.046
FBgn0052376	CG32376	-	0.036	0.003	0.009	0.070	0.008
FBgn0052379	CG32379	-	0.106	1.047	1.486	1.469	41.207
FBgn0052380	CG32380	SMSr	4.016	5.385	4.411	9.593	4.637
FBgn0052382	CG32382	sphinx2	0.008	0.016	0.010	0.017	0.014
FBgn0052383	CG32383	sphinx1	0.027	0.006	0.089	0.086	0.024
FBgn0052391	CG32391	-	0.001	0.000	0.025	0.229	0.010
FBgn0052392	CG32392	-	0.006	0.012	0.081	0.016	0.025
FBgn0052396	CG32396	-	0.031	0.021	0.180	0.102	0.043
FBgn0052404	CG32404	Cuticular protein 65Aw	0.003	0.000	0.000	0.000	0.000
FBgn0052405	CG32405	Cuticular protein 65Av	0.000	0.014	0.000	0.009	0.020
FBgn0052406	CG32406	-	0.017	0.008	0.211	1.116	0.014
FBgn0052407	CG32407	-	8.703	13.143	6.952	9.645	29.529
FBgn0052409	CG32409	-	34.555	32.206	31.398	13.934	17.191
FBgn0052412	CG32412	Glutaminyl cyclase	0.627	7.364	5.402	3.508	0.685
FBgn0052413	CG32413	-	0.005	0.011	0.013	0.017	0.011
FBgn0052418	CG32418	viriato	24.320	23.632	26.736	14.485	9.886
FBgn0052420	CR32420	transfer RNA:CR32420	0.000	0.444	0.000	0.103	0.137
FBgn0052421	CR32421	transfer RNA:CR32421	0.000	0.059	0.000	0.000	0.000
FBgn0052423	CG32423	alan shepard	7.403	10.739	12.432	13.668	6.857
FBgn0052425	CG32425	-	16.163	9.935	10.256	3.713	3.878
FBgn0052428	CG32428	-	16.717	11.891	14.194	19.572	12.708
FBgn0052432	CG32432	-	0.004	0.012	0.011	0.359	0.008
FBgn0052436	CG32436	-	0.055	0.072	0.069	0.372	0.058
FBgn0052437	CG32437	-	0.000	0.005	0.000	0.004	0.002
FBgn0052438	CG32438	Smc5	0.713	0.463	0.342	0.398	0.312
FBgn0052440	CG32440	-	0.044	0.058	0.194	0.087	0.185
FBgn0052441	CG32441	-	51.019	64.133	58.494	132.119	100.162
FBgn0052442	CG32442	-	1.729	3.092	3.080	2.783	2.580
FBgn0052445	CG32445	-	0.000	0.000	0.003	0.011	0.063
FBgn0052446	CG32446	-	12.639	18.132	30.434	23.678	27.864
FBgn0052447	CG32447	-	0.006	0.005	0.001	0.009	0.013
FBgn0052448	CG32448	-	12.964	24.801	26.174	59.676	16.468
FBgn0052449	CR32449	transfer RNA:CR32449	0.000	0.000	0.000	0.000	0.000
FBgn0052450	CG32450	-	0.003	0.033	0.042	0.011	0.010
FBgn0052451	CG32451	Secretory Pathway Calcium atpase	0.719	0.589	0.838	2.311	1.046
FBgn0052452	CG32452	-	0.511	0.271	0.319	0.681	0.282
FBgn0052453	CG32453	-	0.044	0.022	0.000	0.788	0.357
FBgn0052456	CR32456	transfer RNA:CR32456	0.071	0.050	0.000	0.052	0.000
FBgn0052457	CG32457	-	0.680	1.995	0.922	0.827	0.949
FBgn0052459	CG32459	-	0.074	0.098	0.084	0.115	0.062
FBgn0052460	CR32460	transfer RNA:CR32460	0.000	0.000	0.000	0.000	0.000
FBgn0052461	CG32461	-	0.589	0.374	0.448	0.032	0.195
FBgn0052462	CG32462	-	0.000	0.000	0.006	0.002	0.018
FBgn0052463	CG32463	Testis EndoG-Like 2	0.003	0.029	0.020	0.006	0.127
FBgn0052473	CG32473	-	1.802	2.003	8.253	2.500	42.735
FBgn0052475	CG32475	methuselah-like 8	0.000	1.256	2.554	0.015	4.027
FBgn0052476	CG32476	methuselah-like 14	27.971	52.339	38.746	27.486	27.659
FBgn0052479	CG32479	-	4.747	2.902	5.668	2.095	4.114
FBgn0052480	CR32480	transfer RNA:CR32480	0.000	0.212	0.057	0.310	0.290
FBgn0052481	CR32481	transfer RNA:CR32481	0.155	0.058	0.117	0.059	0.060
FBgn0052482	CR32482	tRNA:M-i:61D	0.000	0.057	0.000	0.000	0.000
FBgn0052483	CG32483	-	0.540	0.813	75.705	50.257	55.713
FBgn0052484	CG32484	Sphingosine kinase 2	2.188	0.964	2.565	1.475	1.423
FBgn0052485	CG32485	-	5.651	31.468	34.475	111.244	50.658
FBgn0052486	CG32486	-	52.016	56.160	30.126	46.391	25.783
FBgn0052487	CG32487	-	0.000	0.017	0.000	0.004	0.000
FBgn0052488	CG32488	-	0.000	0.003	0.000	0.004	0.000
FBgn0052493	CR32493	transfer RNA:CR32493	0.053	0.000	0.062	0.000	0.062
FBgn0052495	CG32495	-	0.000	0.000	0.000	0.000	0.000
FBgn0052496	CR32496	-	0.000	0.000	0.000	0.000	0.000
FBgn0052499	CG32499	Chitin deacetylase-like 4	0.026	0.025	0.069	0.034	0.344
FBgn0052500	CG32500	-	0.114	0.047	0.069	0.050	0.040
FBgn0052506	CG32506	-	0.431	0.244	1.017	22.407	0.471
FBgn0052507	CG32507	-	0.000	0.008	0.000	0.000	0.000
FBgn0052511	CR32511	-	0.131	0.103	0.065	0.281	0.228
FBgn0052512	CG32512	-	1.845	5.279	6.300	3.267	6.794
FBgn0052518	CR32518	transfer RNA:CR32518:pseudogene	0.151	0.000	0.060	0.066	0.041
FBgn0052520	CR32520	transfer RNA:CR32520	0.000	0.000	0.000	0.037	0.070
FBgn0052521	CG32521	-	2.015	0.571	0.738	0.452	1.684
FBgn0052523	CG32523	-	0.085	0.006	0.004	0.081	0.010
FBgn0052525	CR32525	transfer RNA:CR32525	0.000	0.082	0.000	0.071	0.571
FBgn0052528	CG32528	parvin	18.018	23.526	18.931	13.382	13.149
FBgn0052529	CG32529	Histone gene-specific Epigenetic Repressor in late S phase	0.951	0.862	0.812	1.211	0.816
FBgn0052532	CG32532	-	0.087	0.159	1.506	0.673	0.724
FBgn0052533	CG32533	-	7.067	5.533	6.250	2.152	4.928
FBgn0052536	CG32536	-	0.009	0.035	0.004	0.130	0.076
FBgn0052537	CG32537	-	0.347	0.404	0.423	0.625	0.357
FBgn0052544	CG32544	-	0.892	0.674	0.766	1.582	0.496
FBgn0052546	CR32546	transfer RNA:CR32546	0.000	0.000	0.000	0.000	0.000
FBgn0052547	CG32547	-	0.129	0.040	0.516	13.078	0.211
FBgn0052548	CG32548	-	0.005	0.001	0.011	0.249	0.003
FBgn0052549	CG32549	-	2.581	4.967	2.441	3.930	2.733
FBgn0052551	CG32551	-	0.000	0.021	0.000	0.128	0.000
FBgn0052553	CG32553	-	0.000	0.012	0.004	0.000	0.009
FBgn0052554	CG32554	-	2.716	2.315	4.408	3.887	2.551
FBgn0052557	CG32557	-	0.055	0.082	0.026	0.123	0.106
FBgn0052563	CG32563	-	0.192	0.350	0.247	0.192	0.112
FBgn0052564	CG32564	-	0.092	0.179	0.121	0.239	0.350
FBgn0052568	CG32568	-	0.280	0.325	2.198	0.589	1.665
FBgn0052569	CG32569	TweedleZ	0.016	0.020	0.019	0.008	0.054
FBgn0052570	CG32570	TweedleY	0.494	0.193	1.947	0.426	0.624
FBgn0052571	CG32571	TweedleX	0.006	0.054	0.097	0.020	0.112
FBgn0052572	CG32572	-	0.117	0.325	0.209	0.031	0.113
FBgn0052573	CG32573	-	0.000	0.000	0.000	0.000	0.000
FBgn0052574	CG32574	Tweedlealpha	0.011	0.061	0.261	0.006	0.134
FBgn0052576	CG32576	-	24.242	20.123	26.440	26.938	24.506
FBgn0052579	CG32579	-	1.111	2.243	2.069	0.301	1.051
FBgn0052580	CG32580	Mucin 14A	0.002	0.003	0.018	0.002	0.009
FBgn0052581	CG32581	-	0.084	0.141	5.922	5.706	5.695
FBgn0052582	CG32582	-	0.464	1.564	1.278	3.145	1.730
FBgn0052588	CG32588	-	0.003	0.000	0.000	0.004	0.000
FBgn0052590	CG32590	-	4.721	4.344	5.017	4.987	4.141
FBgn0052591	CG32591	-	0.047	0.368	0.074	0.092	0.060
FBgn0052594	CG32594	ben	2.671	3.948	3.702	1.176	2.884
FBgn0052595	CG32595	-	0.092	0.386	0.112	0.199	0.749
FBgn0052598	CG32598	-	0.000	0.004	0.003	0.025	0.000
FBgn0052600	CG32600	dpr8	0.079	0.031	0.130	1.550	0.085
FBgn0052601	CG32601	-	0.000	0.000	0.000	0.003	0.000
FBgn0052602	CG32602	Mucin 12Ea	0.005	0.002	0.002	0.032	0.001
FBgn0052603	CG32603	-	2.213	2.065	11.444	2.217	6.703
FBgn0052625	CG32625	-	1.781	4.621	1.117	0.702	3.273
FBgn0052626	CG32626	AMP deaminase	11.923	9.495	9.621	8.466	7.594
FBgn0052627			0.032	0.027	0.087	0.069	0.037
FBgn0052628			0.051	0.051	0.186	0.265	0.108
FBgn0052631	CG32631	-	0.061	0.005	0.019	0.006	0.020
FBgn0052633	CG32633	-	5.437	8.717	30.143	11.244	50.827
FBgn0052635			0.022	0.075	0.197	0.029	0.014
FBgn0052638	CG32638	-	5.609	6.510	9.858	13.045	12.366
FBgn0052639	CG32639	-	5.176	2.065	4.077	1.342	1.810
FBgn0052640	CG32640	-	0.301	0.144	0.199	0.100	0.155
FBgn0052641	CG32641	-	0.275	0.009	0.008	0.000	0.000
FBgn0052642	CG32642	-	0.016	0.010	0.028	0.015	0.019
FBgn0052643	CG32643	-	0.026	0.005	0.012	0.009	0.019
FBgn0052644	CG32644	Mucin related 11Da	0.009	0.004	0.009	0.010	0.001
FBgn0052645	CG32645	-	0.500	0.244	0.993	0.447	0.123
FBgn0052647	CG32647	-	0.130	0.480	0.827	5.906	1.546
FBgn0052649	CG32649	-	2.519	4.392	3.676	2.202	4.069
FBgn0052650	CG32650	-	1.365	0.607	0.623	0.908	0.453
FBgn0052651	CG32651	-	0.025	0.050	0.027	0.018	0.005
FBgn0052652	CG32652	-	0.087	0.273	0.035	0.046	0.330
FBgn0052654	CG32654	Sec16	0.194	0.241	0.248	0.274	0.276
FBgn0052655	CG32655	-	0.080	0.099	1.477	0.356	0.497
FBgn0052656	CG32656	Mucin 11A	0.129	0.017	0.011	0.061	2.325
FBgn0052657	CR32657	-	0.000	0.000	0.000	0.000	0.000
FBgn0052660	CR32660	-	0.000	0.012	0.000	0.000	0.023
FBgn0052666	CG32666	Death-associated protein kinase related	0.880	0.309	0.611	1.641	0.754
FBgn0052667	CG32667	-	4.986	6.198	3.300	6.331	2.479
FBgn0052668	CG32668	-	0.025	0.033	0.034	0.536	0.165
FBgn0052669	CG32669	-	0.226	0.221	1.156	1.945	4.081
FBgn0052670	CG32670	Rab at 9Fb	0.000	0.008	0.017	0.000	0.000
FBgn0052671	CG32671	Rab at 9Fa	0.000	0.000	0.000	0.000	0.000
FBgn0052672	CG32672	Autophagy-specific gene 8a	212.019	171.560	212.636	322.471	286.223
FBgn0052673	CG32673	Rab at 9E	0.008	0.014	0.003	0.015	0.005
FBgn0052675	CG32675	Transport and Golgi organization 5	6.920	8.137	8.957	10.842	11.931
FBgn0052676	CG32676	-	2.695	2.871	3.395	2.175	3.051
FBgn0052677	CG32677	X11Lbeta	0.106	0.030	0.314	1.642	0.120
FBgn0052679	CG32679	-	0.019	0.022	0.013	0.031	0.074
FBgn0052681	CG32681	-	0.019	0.017	0.032	0.016	0.015
FBgn0052683	CG32683	-	0.041	0.017	0.098	6.850	0.045
FBgn0052685	CG32685	-	2.328	1.574	2.642	2.880	1.918
FBgn0052686	CG32686	-	0.020	0.025	0.023	0.035	0.041
FBgn0052687	CG32687	-	5.531	3.497	23.876	39.411	45.040
FBgn0052690	CR32690	-	0.560	0.182	0.339	0.037	0.119
FBgn0052693	CG32693	Gustatory receptor 9a	0.048	0.058	0.320	0.079	0.210
FBgn0052694	CG32694	-	0.072	1.985	0.379	0.044	5.626
FBgn0052695	CG32695	-	2.794	11.414	31.981	8.109	34.772
FBgn0052698	CG32698	-	0.051	0.129	0.765	0.313	0.269
FBgn0052699	CG32699	-	0.936	1.599	1.717	1.799	2.683
FBgn0052700	CG32700	-	3.128	2.827	3.906	3.871	3.025
FBgn0052702	CG32702	Cubilin ortholog	0.484	0.776	0.603	1.838	1.169
FBgn0052703	CG32703	Extracellularly regulated kinase 7	0.057	0.032	0.010	0.024	0.014
FBgn0052704	CG32704	Ionotropic receptor 8a	0.008	0.009	0.004	0.001	0.007
FBgn0052706	CG32706	-	1.447	1.674	2.895	1.808	0.712
FBgn0052707	CG32707	Anaphase Promoting Complex subunit 4	0.236	0.225	0.392	0.526	0.292
FBgn0052708	CG32708	-	3.443	4.649	7.063	10.437	4.377
FBgn0052712	CG32712	-	0.353	1.274	2.489	0.365	7.197
FBgn0052713	CG32713	-	1.249	7.363	2.416	5.112	11.347
FBgn0052718	CG32718	-	0.016	0.023	0.024	0.084	0.004
FBgn0052719	CG32719	-	0.009	0.018	0.009	0.012	0.023
FBgn0052720	CG32720	-	0.000	0.000	0.000	0.000	0.000
FBgn0052726	CG32726	-	0.220	0.237	0.020	1.244	0.014
FBgn0052727			0.000	0.000	0.000	0.004	0.000
FBgn0052732	CG32732	-	4.742	2.982	2.840	2.126	1.885
FBgn0052733	CR32733	-	0.250	0.381	0.252	0.209	0.200
FBgn0052736	CG32736	-	0.000	0.000	0.000	0.000	0.000
FBgn0052740	CR32740	transfer RNA:CR32740	0.000	0.000	0.000	0.000	0.000
FBgn0052745	CR32745	-	2.426	7.474	8.080	3.852	16.138
FBgn0052748	CR32748	transfer RNA:CR32748	0.000	0.038	0.242	0.036	0.050
FBgn0052750	CG32750	-	0.049	0.761	0.318	2.352	0.766
FBgn0052751	CG32751	-	0.020	0.189	0.062	0.203	0.243
FBgn0052755	CG32755	-	0.533	0.755	1.250	1.322	1.795
FBgn0052756	CG32756	-	3.413	3.689	6.558	5.613	3.983
FBgn0052758	CG32758	-	1.379	2.023	1.822	2.562	1.652
FBgn0052761	CR32761	transfer RNA:CR32761:pseudogene	0.115	0.000	0.000	0.037	0.000
